time stamp,C3,CZ,C4,FCZ,FC3,CP4,CPZ,CP3,FC4
0.05398013861849904,2.7357368,1.879139,4.950425,-0.040684734,-0.19727917,13.256667,9.655933,12.120895,1.1884196
0.05597940302686766,1.2882528,0.48257926,3.5978491,-0.71119606,-1.6105801,12.012029,8.003922,10.277695,0.4072506
0.057978667435236275,0.1193592,-0.6306924,2.745545,-1.2852964,-2.7698512,10.979464,6.5680966,8.576677,0.20691311
0.05997793184360489,-0.77067053,-1.4358541,2.445786,-1.7517432,-3.62126,10.135191,5.326048,6.984676,0.619461
0.06197719619376585,-1.4466269,-1.9810311,2.6140916,-2.135002,-4.192033,9.395076,4.197287,5.4232535,1.4954991
0.06397646060213447,-2.020592,-2.3645122,3.0701423,-2.484026,-4.5787034,8.647568,3.0709455,3.7872186,2.5564988
0.06597572501050308,-2.6272326,-2.7019696,3.5867944,-2.8532712,-4.9186006,7.7861576,1.8386666,1.968317,3.4602873
0.0679749894188717,-3.3811913,-3.089206,3.9537027,-3.2758694,-5.334563,6.7350526,0.42524028,-0.11740046,3.9202378
0.06997425376903266,-4.350661,-3.5756443,4.0291977,-3.7467978,-5.9012465,5.4672394,-1.1912202,-2.5091605,3.776475
0.07197351817740127,-5.543122,-4.1581635,3.7556674,-4.21966,-6.622927,4.001147,-2.9769201,-5.191958,3.0380766
0.07397278258576989,-6.9031305,-4.788942,3.1546206,-4.61818,-7.430879,2.3917081,-4.8508153,-8.093608,1.8706987
0.07597204699413851,-8.335809,-5.4015803,2.297053,-4.8624043,-8.212432,0.7081462,-6.708456,-11.099882,0.54846203
0.07797131134429947,-9.728871,-5.9344025,1.2763909,-4.893875,-8.844717,-0.9800972,-8.44441,-14.068195,-0.62043744
0.07997057575266808,-10.975031,-6.352818,0.17433438,-4.6978545,-9.227265,-2.623577,-9.975949,-16.846382,-1.3817693
0.0819698401610367,-11.996428,-6.6617265,-0.9559279,-4.314703,-9.316612,-4.2041125,-11.261631,-19.294891,-1.6019924
0.08396910456940532,-12.750367,-6.901246,-2.0959141,-3.8317952,-9.128328,-5.738866,-12.306996,-21.30103,-1.3049752
0.08596836891956627,-13.222653,-7.1324697,-3.2541258,-3.3630652,-8.725872,-7.275561,-13.157372,-22.784384,-0.67235553
0.08796763332793489,-13.419905,-7.4163327,-4.4531107,-3.0219274,-8.199424,-8.877455,-13.88279,-23.701815,0.007615494
0.08996689773630351,-13.355861,-7.792332,-5.716067,-2.892729,-7.637117,-10.604596,-14.553299,-24.039692,0.40976298
0.09196616214467213,-13.0410595,-8.263661,-7.0535026,-3.011658,-7.10213,-12.492263,-15.216544,-23.807446,0.2580132
0.09396542649483308,-12.470601,-8.785721,-8.449242,-3.3533986,-6.612176,-14.526727,-15.872196,-23.022802,-0.59129465
0.0959646909032017,-11.6312895,-9.270234,-9.852119,-3.8360503,-6.148224,-16.634127,-16.46242,-21.704372,-2.0981152
0.09796395531157032,-10.505022,-9.596783,-11.171395,-4.337216,-5.662613,-18.680355,-16.87355,-19.866022,-4.038037
0.09996321971993893,-9.082799,-9.634543,-12.283804,-4.7179995,-5.1027803,-20.484617,-16.955614,-17.522701,-6.047975
0.10196248407009989,-7.374773,-9.26796,-13.049273,-4.8514376,-4.4292254,-21.844389,-16.549965,-14.697274,-7.716902
0.10396174847846851,-5.4265113,-8.427018,-13.335216,-4.6518965,-3.6354623,-22.572493,-15.530121,-11.440457,-8.6836815
0.10596101288683712,-3.3193147,-7.1047463,-13.04151,-4.0932474,-2.7497227,-22.523758,-13.831026,-7.8377213,-8.733857
0.10796027729520574,-1.1620474,-5.36969,-12.130164,-3.2175102,-1.8269997,-21.62396,-11.472924,-4.0150075,-7.8527246
0.1099595416453667,0.9214115,-3.35826,-10.630534,-2.1273339,-0.9342269,-19.876083,-8.562548,-0.1313276,-6.213892
0.11195880605373532,2.8174078,-1.2528648,-8.6393585,-0.9648412,-0.12919118,-17.356863,-5.2770348,3.6421793,-4.1268225
0.11395807046210393,4.4421372,0.75119954,-6.3006024,0.11684133,0.55327123,-14.20083,-1.8320115,7.1469207,-1.9471483
0.11595733487047255,5.757782,2.4834979,-3.774561,0.98633915,1.1098533,-10.576816,1.5561323,10.260975,0.021123951
0.1179565992206335,6.773498,3.829402,-1.2141008,1.5570977,1.5584793,-6.665664,4.705792,12.914258,1.5824988
0.11995586362900212,7.5375576,4.7476683,1.2529945,1.8008384,1.9305162,-2.6437142,7.4909997,15.088838,2.6724918
0.12195512803737074,8.117612,5.269915,3.532405,1.7461365,2.251259,1.329714,9.849349,16.807827,3.3350875
0.12395439244573936,8.574088,5.4809117,5.5581503,1.4626598,2.5256577,5.115099,11.769787,18.110764,3.672273
0.12595365685410798,8.945622,5.488634,7.2751427,1.0392244,2.7380347,8.591595,13.273259,19.034546,3.7871454
0.12795292120426893,9.23831,5.392754,8.641759,0.56136703,2.8539777,11.660996,14.391447,19.59963,3.7488174
0.12995218561263755,9.432469,5.2602086,9.62156,0.09512479,2.838045,14.248073,15.1522255,19.811018,3.581373
0.13195145002100617,9.492051,5.112455,10.188262,-0.3235623,2.6646643,16.302542,15.570975,19.666075,3.2768886
0.13395071442937478,9.388854,4.9348054,10.341895,-0.68363595,2.3368561,17.81052,15.660269,19.176035,2.8209922
0.13594997877953574,9.114808,4.6929154,10.116232,-0.990083,1.8901477,18.79375,15.440399,18.380192,2.2265885
0.13794924318790436,8.685094,4.356418,9.58475,-1.2536043,1.384186,19.310278,14.950468,17.349136,1.5367793
0.13994850759627298,8.137928,3.9185278,8.850652,-1.4805433,0.89358336,19.44182,14.251005,16.174599,0.82577944
0.1419477720046416,7.520486,3.4040337,8.03343,-1.6677974,0.4889044,19.277283,13.417305,14.94855,0.19482785
0.14394703635480255,6.866706,2.8612716,7.2420654,-1.8079203,0.21540847,18.892014,12.519179,13.7326355,-0.26021868
0.14594630076317117,6.1889863,2.342446,6.5509257,-1.8980521,0.08230095,18.325588,11.596751,12.535973,-0.4700871
0.14794556517153978,5.4686947,1.8797606,5.9796634,-1.9478625,0.055823084,17.57108,10.643667,11.307085,-0.4022184
0.1499448295799084,4.6622863,1.4687097,5.4954457,-1.9843894,0.06738129,16.5802,9.6026325,9.943565,-0.0694408
0.15194409393006936,3.7143908,1.061593,5.02271,-2.051609,0.028540313,15.281048,8.378337,8.319441,0.46454397
0.15394335833843797,2.5758924,0.5771438,4.462703,-2.201754,-0.1469692,13.605774,6.8667645,6.323427,1.0853484
0.1559426227468066,1.2186409,-0.073755324,3.7317114,-2.481037,-0.52181554,11.525542,4.992955,3.8926437,1.6474007
0.1579418871551752,-0.34623998,-0.9527314,2.7915955,-2.9095368,-1.1114633,9.078704,2.7489018,1.0440594,2.003343
0.15994115150533617,-2.066631,-2.0680847,1.6693714,-3.470742,-1.8786894,6.381058,0.21288863,-2.1210687,2.0330732
0.16194041591370478,-3.8531294,-3.3591545,0.4587717,-4.1078815,-2.7378633,3.6145937,-2.453683,-5.4309807,1.6833913
0.1639396803220734,-5.5899754,-4.7001395,-0.6950366,-4.72998,-3.5706925,0.99801934,-5.0322194,-8.671633,0.99412376
0.16593894473044202,-7.153199,-5.929241,-1.6377317,-5.2336216,-4.2534013,-1.2618086,-7.2954707,-11.628209,0.088170715
0.16793820908060297,-8.433329,-6.886523,-2.2446818,-5.526189,-4.68747,-3.0155048,-9.058799,-14.124107,-0.84451437
0.1699374734889716,-9.354779,-7.456065,-2.4614327,-5.5506964,-4.8218265,-4.2094307,-10.226495,-16.052929,-1.5951121
0.1719367378973402,-9.897435,-7.6030035,-2.3285673,-5.3065405,-4.6710258,-4.903305,-10.820348,-17.39697,-1.9965035
0.17393600230570883,-10.09946,-7.3821077,-1.9768516,-4.8496866,-4.308459,-5.2570033,-10.972661,-18.220388,-1.9674838
0.17593526665586978,-10.057607,-6.9329157,-1.6075498,-4.2857094,-3.8510935,-5.5013623,-10.901782,-18.65491,-1.5372096
0.1779345310642384,-9.904607,-6.4421473,-1.4396312,-3.7433665,-3.427209,-5.88631,-10.859043,-18.863487,-0.8304788
0.17993379547260702,-9.781352,-6.100237,-1.6638362,-3.3460832,-3.1477194,-6.6308055,-11.072076,-19.002186,-0.036929708
0.18193305988097563,-9.802143,-6.053106,-2.4032276,-3.183205,-3.0787406,-7.882224,-11.692823,-19.182524,0.62822556
0.1839323242311366,-10.015733,-6.358731,-3.6729503,-3.282289,-3.2179766,-9.682967,-12.758388,-19.439322,1.0030037
0.1859315886395052,-10.386335,-6.970305,-5.383347,-3.6024096,-3.4951859,-11.96726,-14.180274,-19.718124,0.99491876
0.18793085304787382,-10.790555,-7.7416544,-7.3525515,-4.0387216,-3.7848966,-14.570158,-15.758013,-19.876953,0.6090665
0.18993011745624244,-11.032834,-8.452535,-9.336901,-4.4405837,-3.9261272,-17.250837,-17.211481,-19.706686,-0.057496183
0.1919293818064034,-10.884323,-8.855881,-11.075724,-4.641923,-3.7556298,-19.723854,-18.22991,-18.966923,-0.8427676
0.19392864621477202,-10.130393,-8.728171,-12.327509,-4.492857,-3.139106,-21.69439,-18.52332,-17.430527,-1.5463525
0.19592791062314063,-8.625407,-7.9197936,-12.909602,-3.8931608,-2.0021102,-22.897224,-17.874983,-14.934505,-1.9756005
0.19792717503150925,-6.3277454,-6.3860216,-12.721493,-2.811646,-0.346453,-23.130571,-16.175934,-11.417217,-1.9816755
0.1999264393816702,-3.32313,-4.1997538,-11.756852,-1.2968758,1.7406884,-22.285788,-13.446718,-6.948481,-1.4910125
0.20192570379003882,0.18685196,-1.5366653,-10.09785,0.53316355,4.0997305,-20.361559,-9.83352,-1.7320831,-0.52328885
0.20392496819840744,3.9080582,1.3543403,-7.9066596,2.5080743,6.518243,-17.474323,-5.5907583,3.907573,0.80383116
0.20592423260677606,7.5015864,4.197694,-5.3967175,4.4365067,8.763146,-13.84131,-1.0437224,9.564919,2.3007832
0.20792349695693702,10.646185,6.739568,-2.8059244,6.140006,10.622094,-9.749698,3.4610562,14.811968,3.7214282
0.20992276136530563,13.082612,8.789119,-0.35659686,7.4839396,11.934346,-5.5138187,7.6036158,19.257706,4.84097
0.21192202577367425,14.656928,10.240953,1.7683043,8.3946085,12.616052,-1.4304512,11.130482,22.606808,5.4880567
0.21392129018204287,15.337018,11.081609,3.4526696,8.867635,12.670445,2.260783,13.881024,24.698853,5.592366
0.21592055453220382,15.202873,11.375012,4.6550455,8.959725,12.177852,5.4012585,15.793914,25.523802,5.2061057
0.21791981894057244,14.416353,11.232947,5.4087095,8.767388,11.272761,7.916106,16.892427,25.203592,4.4916496
0.21991908334894106,13.186214,10.784361,5.802728,8.403176,10.117955,9.803226,17.261623,23.961155,3.6849608
0.22191834775730968,11.722689,10.144663,5.955471,7.970343,8.872624,11.110714,17.018543,22.069412,3.0368114
0.22391761210747063,10.203427,9.39674,5.9879746,7.5425935,7.6701007,11.916079,16.288774,19.803179,2.7505941
0.22591687651583925,8.755446,8.584878,5.9925704,7.15505,6.6052437,12.308809,15.190879,17.402176,2.924345
0.22791614092420787,7.448786,7.7201247,6.0190835,6.803309,5.728237,12.382684,13.832314,15.047957,3.5250835
0.22991540533257648,6.3044753,6.7946577,6.0693197,6.4530573,5.0489206,12.2332535,12.310198,12.854588,4.391309
0.23191466968273744,5.306507,5.7963424,6.105505,6.0537286,4.542836,11.956985,10.71401,10.87271,5.2695813
0.23391393409110606,4.4100156,4.7186213,6.065218,5.5511274,4.156279,11.64412,9.1225605,9.093858,5.8700504
0.23591319849947467,3.5547366,3.56568,5.882964,4.9007797,3.815434,11.366817,7.596241,7.461037,5.94328
0.2379124629078433,2.6701176,2.3525434,5.5143075,4.0774374,3.435225,11.166329,6.168307,5.880313,5.3440833
0.2399117273162119,1.683057,1.0961467,4.93921,3.0767634,2.9300933,11.034048,4.8341007,4.233279,4.0618668
0.24191099166637287,0.53419554,-0.18325165,4.175341,1.9207225,2.234911,10.910801,3.555482,2.402575,2.2378614
0.24391025607474148,-0.8067935,-1.4666191,3.2674658,0.6544651,1.320993,10.690536,2.268797,0.2979218,0.124016166
0.2459095204831101,-2.324733,-2.7321649,2.2752273,-0.6561401,0.20920424,10.239128,0.9046108,-2.115359,-1.9776205
0.24790878489147872,-3.949949,-3.9468465,1.2640477,-1.9255689,-1.0243462,9.426614,-0.58605886,-4.7954054,-3.7808757
0.24990804924163967,-5.5643535,-5.064821,0.2898345,-3.0574064,-2.2587101,8.154194,-2.2158139,-7.6236434,-5.0794873
0.2519073136500083,-7.0212884,-6.0253434,-0.6075331,-3.9529135,-3.3507357,6.3828306,-3.9495916,-10.42013,-5.7817016
0.2539065780583769,-8.181786,-6.7610493,-1.4126813,-4.5243278,-4.1696854,4.1423864,-5.70976,-12.980727,-5.921577
0.2559058424667455,-8.950053,-7.20955,-2.1291835,-4.7079663,-4.626012,1.5334147,-7.390896,-15.119432,-5.620926
0.2579051068169065,-9.291224,-7.325764,-2.7731965,-4.4732356,-4.6853194,-1.287784,-8.878778,-16.703758,-5.0412683
0.2599043712252751,-9.2495575,-7.0998993,-3.372609,-3.8366244,-4.3847575,-4.13941,-10.077641,-17.684307,-4.340074
0.2619036356336437,-8.923435,-6.560571,-3.9562464,-2.8577123,-3.8094704,-6.8420377,-10.924306,-18.088614,-3.6307886
0.26390290004201233,-8.439696,-5.776239,-4.5454984,-1.6375586,-3.0747077,-9.246753,-11.399709,-18.008175,-2.9724429
0.2659021643921733,-7.916973,-4.8448377,-5.152571,-0.3043381,-2.3001783,-11.254334,-11.528695,-17.566502,-2.376078
0.2679014288005419,-7.4383163,-3.8788366,-5.7759604,1.0013156,-1.5914664,-12.823127,-11.374047,-16.88871,-1.8280894
0.2699006932089105,-7.036271,-2.98638,-6.3975563,2.1444943,-1.0269624,-13.961578,-11.022271,-16.07591,-1.3251753
0.27189995761727914,-6.69418,-2.2524724,-6.9835334,3.0145116,-0.65347886,-14.711654,-10.565336,-15.190744,-0.8797719
0.2738992219674401,-6.364617,-1.7266349,-7.4833407,3.5382428,-0.48999453,-15.126006,-10.083994,-14.257485,-0.51992106
0.2758984863758087,-5.985513,-1.4166304,-7.8347673,3.689208,-0.522189,-15.249542,-9.63204,-13.269741,-0.2721943
0.27789775078417733,-5.505013,-1.2931486,-7.9752364,3.4878588,-0.70686257,-15.114552,-9.231876,-12.206846,-0.14069033
0.27989701519254595,-4.8887706,-1.2980728,-7.8503838,2.9998543,-0.9692517,-14.737928,-8.871365,-11.045297,-0.08804725
0.2818962795427069,-4.1262436,-1.3599181,-7.4304757,2.3226688,-1.2112552,-14.135069,-8.514087,-9.773513,-0.042407308
0.2838955439510755,-3.2358155,-1.4109128,-6.7223053,1.5711008,-1.3298895,-13.334356,-8.113638,-8.401417,0.09173035
0.28589480835944414,-2.2571251,-1.4007703,-5.7787313,0.8577849,-1.2398224,-12.389002,-7.6302576,-6.961066,0.38794193
0.28789407276781276,-1.2465394,-1.30314,-4.698383,0.27609357,-0.90160555,-11.376551,-7.0407705,-5.4995275,0.8568616
0.2898933371179737,-0.26771966,-1.1159889,-3.6074271,-0.113923304,-0.34208465,-10.383603,-6.341942,-4.0655217,1.4356203
0.29189260152634233,0.616888,-0.8587291,-2.6461236,-0.29566926,0.34439212,-9.49033,-5.5490613,-2.6957417,1.9730128
0.29389186593471095,1.3652469,-0.5588742,-1.9368908,-0.29297248,1.0171599,-8.743387,-4.6816773,-1.3925495,2.2732873
0.29589113034307957,1.9610984,-0.24450995,-1.552962,-0.1626848,1.5235118,-8.140067,-3.7533567,-0.12165657,2.1552043
0.2978903946932405,2.4251134,0.06441756,-1.5059161,0.019952971,1.7489455,-7.6265063,-2.764505,1.1857693,1.5114435
0.29988965910160914,2.8086553,0.3602697,-1.7324493,0.18054307,1.6522915,-7.106259,-1.7002381,2.615492,0.36537963
0.30188892350997776,3.1826086,0.64924985,-2.1033237,0.26399317,1.2835519,-6.460753,-0.5367625,4.243504,-1.1124722
0.3038881879183464,3.6201487,0.95166355,-2.4407954,0.25073105,0.77626956,-5.5715938,0.7503027,6.1096325,-2.628741
0.30588745226850733,4.1756067,1.2992356,-2.5482764,0.16193065,0.31151628,-4.3401933,2.1761782,8.19932,-3.8362231
0.30788671667687595,4.8730583,1.7309166,-2.2503946,0.0553806,0.06965109,-2.7037344,3.7387197,10.436914,-4.4226418
0.30988598108524457,5.700727,2.287982,-1.4193964,0.013937413,0.18100235,-0.6374954,5.418013,12.697926,-4.191887
0.3118852454936132,6.6102057,2.9992197,-0.014618306,0.11818328,0.68918735,1.8356477,7.171227,14.825696,-3.1297753
0.31388450984377414,7.523882,3.8683534,1.908048,0.42166302,1.5381256,4.6469183,8.933972,16.656944,-1.407584
0.31588377425214276,8.342233,4.8571825,4.1880436,0.9266988,2.582579,7.676964,10.618295,18.041405,0.6576114
0.3178830386605114,8.95633,5.8790236,6.5874963,1.573231,3.6247983,10.762045,12.115696,18.858011,2.6833105
0.31988230306888,9.25532,6.8045406,8.830725,2.2456293,4.4569497,13.707848,13.306292,19.026003,4.317579
0.32188156741904095,9.148719,7.482645,10.660077,2.7963414,4.911877,16.313107,14.075214,18.512665,5.3246937
0.32388083182740957,8.586455,7.7764616,11.896245,3.0856776,4.904833,18.405762,14.33624,17.34084,5.6380215
0.3258800962357782,7.578604,7.5996895,12.476288,3.0197904,4.449313,19.87501,14.054554,15.594008,5.349302
0.3278793606441468,6.2069135,6.944216,12.460066,2.5805361,3.6545477,20.688074,13.259412,13.409748,4.6676564
0.32987862499430776,4.618066,5.888293,12.01285,1.8331664,2.6943393,20.892906,12.04279,10.963658,3.851656
0.3318778894026764,2.994009,4.573725,11.334542,0.90708786,1.7602291,20.583046,10.532638,8.437226,3.118617
0.333877153811045,1.508899,3.168595,10.595611,-0.040816262,1.0080923,19.856565,8.856877,5.97824,2.5981097
0.3358764182194136,0.28501785,1.8201038,9.875797,-0.8700531,0.5200589,18.771389,7.107123,3.6707091,2.3059263
0.33787568256957456,-0.6439801,0.6180144,9.142772,-1.494961,0.2834038,17.31984,5.3137283,1.5140969,2.1653645
0.3398749469779432,-1.3313916,-0.41777346,8.266228,-1.8990678,0.20628248,15.4340105,3.4489822,-0.5614771,2.0451787
0.3418742113863118,-1.8921412,-1.3240544,7.07959,-2.127255,0.15872157,13.021123,1.4540851,-2.660823,1.8153197
0.3438734757946804,-2.4530065,-2.1601362,5.4524345,-2.2577243,0.019862887,10.020678,-0.7157273,-4.86865,1.3807949
0.3458727401448414,-3.1036096,-2.9690068,3.356341,-2.3638072,-0.280941,6.457458,-3.0474153,-7.2010875,0.70939785
0.34787200455321,-3.8568518,-3.7499535,0.89002794,-2.485859,-0.7364135,2.4685845,-5.447183,-9.578899,-0.17969052
0.3498712689615786,-4.646526,-4.453429,-1.7341704,-2.6180446,-1.2683085,-1.7052194,-7.7491684,-11.837919,-1.2324922
0.3518705333699472,-5.3532014,-4.9983325,-4.244437,-2.7158992,-1.7581341,-5.7614365,-9.751372,-13.766579,-2.3821416
0.3538697977201082,-5.8463745,-5.3036814,-6.3832064,-2.7182791,-2.0849721,-9.400827,-11.270454,-15.166021,-3.5609713
0.3558690621284768,-6.031961,-5.3219237,-7.974855,-2.5759118,-2.163925,-12.392078,-12.194844,-15.907622,-4.7082224
0.3578683265368454,-5.8793936,-5.057832,-8.960236,-2.2698724,-1.9654831,-14.611942,-12.513408,-15.966003,-5.773149
0.35986759094521403,-5.4250345,-4.570519,-9.401749,-1.8213625,-1.5182048,-16.057966,-12.31555,-15.421521,-6.7135806
0.36186685535358265,-4.7507486,-3.9533556,-9.44652,-1.28125,-0.89171076,-16.824259,-11.759136,-14.429035,-7.489327
0.3638661197037436,-3.9602647,-3.3109825,-9.273343,-0.7177549,-0.18395042,-17.062214,-11.02483,-13.177108,-8.069009
0.3658653841121122,-3.1499562,-2.7329748,-9.046844,-0.19649206,0.50144565,-16.938332,-10.2694025,-11.840119,-8.438582
0.36786464852048084,-2.399836,-2.2784195,-8.876038,0.23136134,1.058926,-16.598782,-9.594134,-10.548735,-8.591101
0.36986391292884946,-1.7719655,-1.9713712,-8.798596,0.5358449,1.3916775,-16.15173,-9.03653,-9.381936,-8.523106
0.3718631772790104,-1.3172015,-1.8045958,-8.79026,0.70643824,1.4183928,-15.662856,-8.578907,-8.3720045,-8.231172
0.37386244168737903,-1.0771427,-1.7488166,-8.78157,0.7479548,1.0869265,-15.161178,-8.171284,-7.51956,-7.703913
0.37586170609574765,-1.076655,-1.7618899,-8.686474,0.6751641,0.39198872,-14.646969,-7.753485,-6.805578,-6.9336357
0.37786097050411627,-1.3116103,-1.7970207,-8.427332,0.5084961,-0.611142,-14.097934,-7.2714806,-6.1953473,-5.932369
0.3798602348542772,-1.7351137,-1.8120068,-7.9573255,0.2680719,-1.8063167,-13.477938,-6.6869392,-5.6375356,-4.7539268
0.38185949926264584,-2.254769,-1.7754441,-7.268918,-0.027128562,-3.0330703,-12.741449,-5.9760365,-5.0607343,-3.5037546
0.38385876367101446,-2.7482135,-1.6779604,-6.400178,-0.3663565,-4.12159,-11.846589,-5.131841,-4.3793983,-2.3375192
0.3858580280793831,-3.0922916,-1.53654,-5.426862,-0.75037503,-4.9360595,-10.767502,-4.163382,-3.5072355,-1.4305847
0.38785729242954403,-3.1945896,-1.393154,-4.4401026,-1.1910452,-5.408575,-9.497804,-3.0941396,-2.3776262,-0.92933476
0.38985655683791265,-3.018704,-1.3036207,-3.5297885,-1.7069118,-5.5536604,-8.053634,-1.9605579,-0.96235365,-0.91161495
0.39185582124628127,-2.5920405,-1.3180608,-2.7541351,-2.3120127,-5.454881,-6.461484,-0.8049951,0.7158443,-1.353795
0.3938550856546499,-1.9879516,-1.4584259,-2.1285467,-3.0030046,-5.23163,-4.7447634,0.33564937,2.5894058,-2.1311996
0.39585435000481084,-1.2950214,-1.7005551,-1.6129509,-3.7457643,-4.9893327,-2.9073856,1.4422299,4.5600386,-3.0385299
0.39785361441317946,-0.58132994,-1.9681987,-1.1221074,-4.4706635,-4.781068,-0.926655,2.5227492,6.5264525,-3.83643
0.3998528788215481,0.124662906,-2.1487014,-0.5519012,-5.080173,-4.5916123,1.2355072,3.610049,8.403266,-4.3174524
0.4018521432299167,0.8426167,-2.116918,0.19749472,-5.463046,-4.3451486,3.614759,4.7516165,10.135773,-4.32867
0.40385140758007765,1.6148716,-1.7742723,1.1904923,-5.5230107,-3.9438932,6.2120843,5.9852695,11.69296,-3.80578
0.40585067198844627,2.473783,-1.0810565,2.4329307,-5.2034793,-3.3096771,8.96692,7.3132796,13.050646,-2.7746208
0.4078499363968149,3.4128854,-0.07720073,3.861348,-4.5084815,-2.4249883,11.745888,8.684226,14.172467,-1.3372045
0.4098492008051835,4.361805,1.1182754,5.3568077,-3.510699,-1.3546656,14.352735,9.986663,14.992008,0.35166606
0.41184846515534446,5.1918406,2.3266954,6.7624664,-2.3429341,-0.23759378,16.558086,11.062172,15.409925,2.1097486
0.4138477295637131,5.7401724,3.3450315,7.9124174,-1.1765174,0.7425052,18.143318,11.7340975,15.309823,3.7435093
0.4158469939720817,5.853153,3.9864867,8.6615,-0.19086534,1.4038918,18.945591,11.846934,14.5887165,5.059009
0.4178462583804503,5.4263973,4.122414,8.922735,0.4644586,1.6089059,18.899475,11.308318,13.19355,5.905987
0.41984552273061126,4.4396973,3.707727,8.6803,0.698069,1.301667,18.04975,10.116343,11.1532345,6.186877
0.4218447871389799,2.9786935,2.797094,8.000993,0.50070107,0.5280289,16.550045,8.37468,8.599019,5.890462
0.4238440515473485,1.2181604,1.5343804,7.018093,-0.052859522,-0.57642263,14.631365,6.279096,5.755016,5.091211
0.4258433159557171,-0.5986847,0.13284424,5.9123907,-0.8126338,-1.80756,12.562131,4.0892625,2.9130514,3.959938
0.4278425803058781,-2.204811,-1.1638976,4.8678355,-1.5818994,-2.9307048,10.594959,2.0812404,0.38205168,2.7253754
0.4298418447142467,-3.3605535,-2.1274967,4.035257,-2.1573105,-3.728021,8.922485,0.49528205,-1.5707388,1.6329312
0.4318411091226153,-3.8975868,-2.5901606,3.4972723,-2.372595,-4.039593,7.6436234,-0.51009095,-2.7731507,0.8887853
0.4338403735309839,-3.756384,-2.4804986,3.2518353,-2.1378603,-3.8009593,6.751936,-0.8893979,-3.186583,0.6172578
0.4358396378811449,-3.0039148,-1.8445191,3.214195,-1.4668012,-3.061907,6.1446886,-0.7198565,-2.918608,0.82164395
