FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,FZ,CZ,PZ,"ECG
[E1]"
-178.15414,-3.8508255,-277.73953,-3.93456,37.184113,7.195082,0.0,-3.823653,122.68023,-4.164683,-202.25636,-3.84847,68.26581,-3.6589596,-192.54274,-3.8855982,-144.23361,-0.103046656,71.11226,1.6086603
-160.8321,-4.9227195,-277.14874,-5.046734,42.70446,5.830805,0.0,-4.835747,128.83145,-5.200613,-190.33107,-4.8640995,77.79907,-4.6654763,-179.11595,-4.895031,-137.615,-0.07691961,74.71179,3.0399199
-137.82542,-5.010884,-263.87134,-5.2315707,55.18972,5.4815793,0.0,-4.948451,143.01863,-5.312662,-167.3827,-4.9469085,89.0862,-4.8122354,-160.10365,-4.99935,-118.40978,-0.07494827,90.99826,4.58476
-118.59393,-4.23824,-242.21162,-4.568019,68.41025,6.1250157,0.0,-4.2809734,158.48859,-4.6093335,-141.39339,-4.2230687,96.98143,-4.2143674,-143.55472,-4.311611,-92.25284,-0.088969044,113.175186,5.7877355
-111.11891,-2.9335957,-221.37796,-3.3293753,74.34004,7.495057,0.0,-3.1264343,166.81279,-3.3713791,-121.83909,-2.9985435,96.24815,-3.1425116,-137.88072,-3.1164885,-69.09575,-0.10822214,130.98454,6.414798
-119.079124,-1.49277,-211.67223,-1.8795238,66.34837,9.183598,0.0,-1.8248961,161.332,-1.9457871,-115.931625,-1.6283524,83.64598,-1.9027206,-148.38808,-1.7576722,-58.9892,-0.12649764,134.82507,6.5140724
-140.19304,-0.30899477,-219.2715,-0.61780053,42.821877,10.708157,0.0,-0.71061194,140.62521,-0.70467526,-125.23026,-0.4626167,59.868202,-0.8048688,-174.42897,-0.5914416,-67.096054,-0.14488769,120.436226,6.3614736
-166.56734,0.2776047,-242.57953,0.08325461,9.145864,11.605148,0.0,-0.08275255,110.069954,-0.0022589662,-144.39885,0.18383405,30.219034,-0.15176295,-208.8296,0.054137655,-90.64424,-0.16593689,91.64295,6.316995
-187.33426,0.07551842,-272.44144,-0.0058859466,-23.588768,11.588865,0.0,-0.13154233,80.30783,-0.06736457,-163.0548,0.110275626,3.3174133,-0.16127557,-240.26857,-0.024771549,-119.63211,-0.18393053,59.379482,6.652347
-192.8425,-0.841825,-296.22025,-0.8432056,-42.99643,10.711992,0.0,-0.83073694,63.057384,-0.8678625,-170.04266,-0.6546555,-11.91364,-0.8343323,-257.6848,-0.7864093,-141.03766,-0.18210983,37.23207,7.4122458
-178.71312,-2.1066265,-303.49442,-2.0820553,-40.821426,9.393189,0.0,-1.8909501,66.171974,-2.0649705,-158.12357,-1.8016483,-9.740981,-1.8863142,-254.65994,-1.9051338,-144.41997,-0.14217131,35.691765,8.373023
-147.87874,-3.1897147,-290.4321,-3.1994956,-16.583117,8.242394,0.0,-2.8534276,90.25059,-3.1367004,-126.9143,-2.8385513,9.99698,-2.842776,-231.76407,-2.890253,-126.21666,-0.0598925,57.901024,9.113027
-109.58332,-3.6452096,-260.92105,-3.7335942,22.330423,7.765785,0.0,-3.2983136,128.33563,-3.620419,-82.93095,-3.3126905,41.740257,-3.270196,-195.95683,-3.3160398,-90.88427,0.046775766,98.67723,9.175265
-75.82329,-3.315308,-224.41278,-3.4880335,63.885002,8.13491,0.0,-3.0411525,168.73657,-3.3254263,-37.05599,-3.0257788,76.32203,-2.9913874,-157.59947,-3.0201871,-48.696335,0.14454804,146.80717,8.250696
-56.911964,-2.368234,-191.95824,-2.5858192,96.088776,9.15739,0.0,-2.1949615,199.60797,-2.3884149,-0.7444315,-2.108528,104.31334,-2.1429179,-126.61959,-2.1485376,-11.54858,0.20163202,189.20096,6.325389
-58.061863,-1.1729457,-172.39944,-1.3689119,110.94437,10.431115,0.0,-1.0799459,213.21477,-1.167094,17.52544,-0.92638004,119.09321,-1.0607489,-109.47031,-1.0436399,11.18897,0.20346533,215.07945,3.718949
-78.040565,-0.11341289,-169.9997,-0.22850426,106.411835,11.552714,0.0,-0.05911576,208.2359,-0.060264733,14.5978985,0.10908468,118.558655,-0.09619371,-107.73157,-0.06987639,15.268614,0.1586111,218.96368,0.99730176
-109.86761,0.54981536,-183.6851,0.53864235,86.38982,12.257335,0.0,0.60138315,189.59314,0.6445656,-6.5251207,0.7130654,105.26779,0.51961917,-118.22798,0.5222655,2.2654037,0.09418801,202.0543,-1.2136115
-142.9845,0.73492086,-207.4947,0.8075062,59.286995,12.459597,0.0,0.80068016,166.31487,0.84941113,-37.41016,0.81509644,85.40769,0.71893764,-134.15591,0.653324,-21.193197,0.043927684,171.93742,-2.4514663
-166.38124,0.52706486,-232.05405,0.63508785,35.551426,12.23153,0.0,0.6030559,148.3514,0.64410895,-66.543564,0.54496914,66.973656,0.5722542,-146.99811,0.40440026,-45.30304,0.033768855,140.47093,-2.5813262
-172.2211,0.11918334,-247.26393,0.21081015,24.30242,11.752395,0.0,0.18452513,143.17816,0.23445565,-83.14101,0.13644373,57.30659,0.23030189,-149.29008,-0.040517285,-60.04912,0.06965353,119.85411,-1.8351614
-159.03639,-0.28419465,-245.93182,-0.24347407,29.746513,11.235984,0.0,-0.2598396,153.06087,-0.17570244,-81.36609,-0.20673661,60.35089,-0.15043627,-137.78458,-0.48577714,-58.870476,0.13357374,117.83944,-0.70353186
-133.02415,-0.5634444,-226.9566,-0.5797397,48.915115,10.849759,0.0,-0.60866857,173.99513,-0.48593187,-63.03757,-0.41056857,74.63544,-0.4760992,-115.59496,-0.8128976,-41.636078,0.19153276,134.16943,0.27761316
-106.300095,-0.7126515,-196.26622,-0.76300657,72.20733,10.673819,0.0,-0.841593,196.9763,-0.7065835,-37.209183,-0.52352566,93.2221,-0.73191226,-91.753174,-1.0053933,-15.20538,0.2108028,160.26201,0.7534346
-92.371376,-0.76622564,-164.82661,-0.8084053,86.83836,10.733524,0.0,-0.9703013,211.2167,-0.8579647,-16.648546,-0.5988352,106.1005,-0.920579,-77.89744,-1.0808992,9.009714,0.17693663,182.50485,0.6800444
-100.595604,-0.68738824,-144.7458,-0.6790601,81.69112,11.064933,0.0,-0.9362531,207.99821,-0.8568478,-12.893063,-0.5678257,104.19042,-0.9723039,-83.52551,-0.9911712,19.338087,0.100232966,187.56454,0.29594678
-131.86243,-0.34863776,-145.07448,-0.26961413,51.68152,11.715132,0.0,-0.6002391,183.90828,-0.529599,-31.782133,-0.24627547,83.33059,-0.7345125,-111.84739,-0.61072737,8.207487,0.008475354,167.5572,-0.061964117
-177.104,0.33458716,-168.15228,0.46965832,0.5187392,12.63644,0.0,0.12021997,142.92786,0.21322915,-70.43471,0.48785433,46.81174,-0.098228775,-157.52196,0.13168311,-24.515089,-0.06768241,123.78176,-0.18988946
-219.35413,1.2234403,-206.84502,1.372111,-58.66063,13.573268,0.0,1.0729256,97.03809,1.185701,-116.145386,1.4866031,5.584425,0.8264718,-206.71484,1.082121,-69.63404,-0.10692247,68.411476,-0.1706337
-239.43178,1.9289285,-243.98004,2.0449524,-105.66271,14.106869,0.0,1.8489956,64.285805,1.9304996,-148.37546,2.3122132,-24.396376,1.6661177,-239.99158,1.8413829,-109.20831,-0.10252506,23.014452,-0.34623802
-224.32956,2.0252252,-256.415,2.0823088,-119.64085,13.8995695,0.0,1.9989234,63.008526,1.9785516,-145.38055,2.480615,-27.798784,1.9636632,-238.71107,1.9752719,-121.37503,-0.06292464,12.274533,-1.0888156
-175.48679,1.3550994,-224.80676,1.3519773,-88.79375,12.965446,0.0,1.3385748,102.82405,1.1780388,-94.94188,1.7952452,2.7077107,1.4690617,-194.12408,1.3117733,-89.81825,-0.010084136,53.031082,-2.4912932
-112.38992,0.15929857,-145.8681,0.103001915,-19.340235,11.713331,0.0,0.0828487,176.37703,-0.18923731,-4.6515126,0.48817003,60.48117,0.30298933,-115.42091,0.06880058,-14.554075,0.02688305,142.72128,-4.1428347
-67.55631,-1.0986236,-39.88576,-1.2152401,62.20489,10.682671,0.0,-1.3156989,257.69144,-1.6135157,95.29707,-0.9570568,124.34987,-1.1446593,-31.082315,-1.307222,82.52496,0.026130693,254.355,-5.1472206
-72.99274,-2.060806,53.251236,-2.2650046,117.33115,10.176118,0.0,-2.4758778,310.63635,-2.7053797,161.456,-2.1385727,165.62474,-2.4803858,20.120596,-2.4460747,162.9733,-0.00962541,343.6367,-4.4357667
-143.82375,-2.665892,90.20916,-2.9863029,112.39796,10.100061,0.0,-3.2701726,305.07617,-3.3856301,156.27565,-2.9326785,160.65324,-3.4976053,6.2907233,-3.230308,187.79735,-0.04779167,367.35175,-1.2579069
-267.95215,-3.0573196,45.31562,-3.4938595,36.084103,10.134346,0.0,-3.7517066,232.70958,-3.7837656,67.73469,-3.4161348,102.96739,-4.1552086,-80.47791,-3.7177563,136.81035,-0.043860383,304.60458,4.3579793
-408.4612,-3.3430498,-74.88094,-3.8495955,-92.360146,10.049359,0.0,-3.9585366,113.52499,-3.9961228,-81.75239,-3.6517167,8.277275,-4.433639,-216.94635,-3.9446309,20.619303,0.025206191,169.27234,11.414537
-518.67,-3.4699812,-232.34459,-3.964772,-229.66743,9.869252,0.0,-3.83322,-11.576918,-3.9709098,-243.1902,-3.5898266,-91.12793,-4.2707314,-356.87393,-3.8486292,-122.25055,0.13806494,5.906038,18.141996
-562.44806,-3.3274193,-373.99384,-3.7250805,-327.50067,9.760781,0.0,-3.3389587,-98.795555,-3.6240542,-362.37546,-3.1795883,-160.3269,-3.6596797,-451.28894,-3.3906014,-242.3778,0.23914094,-129.68565,22.550041
-529.29126,-2.932973,-455.38953,-3.1776419,-354.21924,9.812789,0.0,-2.6127732,-120.84226,-3.0253315,-403.79968,-2.5323918,-177.10089,-2.778658,-470.49802,-2.7096434,-301.7218,0.27882242,-195.23592,23.110836
-436.7691,-2.4663944,-459.24225,-2.5472956,-308.09744,9.96378,0.0,-1.9405795,-77.774994,-2.415383,-364.69678,-1.9139657,-140.84741,-1.958029,-416.214,-2.092521,-289.31924,0.2526665,-179.30257,19.300732
-320.18692,-2.0859904,-399.64124,-2.0323071,-215.51572,10.152907,0.0,-1.5270292,5.7320657,-1.9957722,-272.65494,-1.5253453,-70.879715,-1.4515365,-317.89328,-1.7351351,-222.72383,0.20604591,-102.72899,11.783891
-215.98643,-1.7165543,-311.2702,-1.5824115,-116.19586,10.506217,0.0,-1.2745337,94.115,-1.6967943,-169.4933,-1.2805854,4.2088294,-1.2049328,-216.39484,-1.5212253,-135.96198,0.19749007,-5.093547,2.168581
-147.63194,-1.0629418,-230.98975,-0.91450953,-44.382942,11.306628,0.0,-0.8225175,157.53894,-1.1894453,-91.15184,-0.8348321,59.886425,-0.86718094,-144.705,-1.07398,-62.039597,0.24883537,75.15733,-7.544302
-119.830765,0.10238835,-182.10336,0.19585297,-15.8392725,12.710033,0.0,0.12981904,182.95827,-0.18982738,-54.0523,0.105881184,84.9223,-0.0898065,-115.74967,-0.0947544,-19.642433,0.32385036,116.21883,-15.595957
-121.611664,1.6140912,-168.32047,1.593208,-25.748405,14.451748,0.0,1.4749535,175.50616,1.1926262,-53.16952,1.4427836,82.960106,1.1144482,-121.8576,1.286041,-9.495633,0.3540548,117.6559,-20.946842
-134.60368,2.8717818,-177.88908,2.7082002,-55.96998,15.853649,0.0,2.6466548,151.79486,2.3962262,-69.95496,2.6308033,67.39909,2.272425,-143.45284,2.4759572,-19.509417,0.292089,94.80333,-23.461424
-141.73575,3.1824653,-193.11713,2.8995483,-85.86894,16.20434,0.0,2.9597704,130.21352,2.7415202,-83.80766,3.0060923,53.525948,2.7334466,-160.4967,2.7842891,-33.663326,0.14783722,68.24084,-23.782001
-133.04546,2.2476737,-199.31209,1.9220303,-100.97935,15.246361,0.0,2.0956445,123.22871,1.9156189,-80.94517,2.2551033,51.98314,2.1307857,-160.7356,1.9153703,-39.469284,-0.02127922,54.40882,-23.00277
-107.50316,0.4068619,-189.45421,0.14017002,-96.61512,13.383063,0.0,0.35093296,134.25444,0.21776353,-57.76631,0.6523091,65.8411,0.6571642,-142.21317,0.19954704,-31.424814,-0.1552439,60.842922,-22.285925
-71.3727,-1.5686373,-164.1941,-1.6963905,-76.65115,11.429181,0.0,-1.54914,158.95326,-1.6332403,-19.260693,-1.1233901,91.39376,-1.0655531,-110.90686,-1.6228441,-10.624385,-0.2303367,86.239746,-22.547304
-34.436348,-2.9702463,-128.94533,-2.9384313,-49.4859,10.098083,0.0,-2.9205685,189.15079,-2.9683683,25.182682,-2.4382658,121.37847,-2.4078481,-76.03047,-2.886558,17.873663,-0.26022667,123.57017,-24.26768
-5.758324,-3.551577,-90.40059,-3.4041722,-23.59244,9.616034,0.0,-3.509264,217.03975,-3.5462556,66.12851,-3.065035,148.7644,-3.1068857,-45.562325,-3.3785121,48.11811,-0.26575732,164.00813,-27.439445
9.3494005,-3.5520349,-54.243813,-3.3697329,-4.5682483,9.722689,0.0,-3.5295641,237.75348,-3.5785856,96.954315,-3.2044492,169.36794,-3.3225508,-23.729002,-3.347765,75.36196,-0.2480565,199.92982,-31.61142
10.144198,-3.3879735,-24.705477,-3.2474601,5.476382,9.989959,0.0,-3.3835618,249.53464,-3.4486525,114.597786,-3.210999,182.31467,-3.3873322,-11.001782,-3.2025301,96.524574,-0.1922408,226.14001,-36.008568
-0.6579605,-3.3038943,-5.2420225,-3.2472663,6.790949,10.163916,0.0,-3.3251157,252.30806,-3.3907976,118.73742,-3.2838953,188.68172,-3.4978514,-5.807214,-3.174484,109.49882,-0.09381506,239.66159,-39.708965
-18.46544,-3.2523527,1.3525095,-3.276325,0.81831986,10.277473,0.0,-3.3231795,246.57613,-3.3712811,110.86648,-3.359277,189.86726,-3.594275,-6.141494,-3.2013938,112.797745,0.023452913,239.44498,-41.861866
-37.526703,-3.0361464,-5.375532,-3.09831,-9.617725,10.51576,0.0,-3.1744008,234.045,-3.2033463,94.49286,-3.2343938,187.27258,-3.4758387,-9.601866,-3.0617979,106.77661,0.11862176,227.21893,-41.915188
-50.971943,-2.53524,-20.965788,-2.5725741,-19.231441,11.007014,0.0,-2.7211697,219.28293,-2.749495,76.055824,-2.7749965,183.37207,-3.0087833,-12.201946,-2.6024184,95.77203,0.1626679,209.0069,-39.785484
-51.814926,-1.8248274,-35.496567,-1.7817751,-20.522585,11.71414,0.0,-1.9961005,209.85814,-2.047095,64.474434,-2.0382528,182.4176,-2.2530572,-8.172122,-1.874924,88.541725,0.15666069,194.9694,-35.91489
-36.059616,-1.1324683,-37.47489,-0.9914156,-7.1237817,12.464579,0.0,-1.2190242,213.00589,-1.30187,67.61332,-1.2541159,188.83444,-1.4446274,7.371642,-1.1163957,94.74735,0.12334635,195.4994,-31.1713
-6.538857,-0.7170245,-20.967033,-0.51472104,20.976484,13.040791,0.0,-0.68928224,230.114,-0.79601926,86.86367,-0.7170273,203.53299,-0.8864538,33.882973,-0.62873197,118.522385,0.083515316,214.65334,-26.61154
26.028006,-0.7617578,9.047886,-0.5754472,54.50724,13.259521,0.0,-0.64992815,253.40492,-0.7712016,114.028046,-0.66003245,221.08871,-0.82355446,62.854263,-0.640521,153.75082,0.04194493,245.54736,-23.181229
