FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,FZ,CZ,PZ,"ECG
[E1]"
43.252472,-1.0951197,-164.71423,-1.3849711,-92.063324,-0.9646649,0.0,-0.9520452,54.481068,-1.1336794,-63.654423,-1.0533665,-64.40474,-1.8210427,-359.40976,-1.3609676,-114.38373,-0.07066853,-18.044111,-20.704784
26.305794,-1.1166301,-175.63257,-1.3729258,-109.97466,-0.75894254,0.0,-1.0142775,43.189884,-1.0590789,-72.40234,-1.0269381,-74.267166,-1.9123461,-372.67633,-1.3370479,-122.93202,-0.1504958,-27.457447,-20.761816
12.331116,-0.4903166,-191.91707,-0.67210317,-129.37613,-0.008420856,0.0,-0.4783991,32.600147,-0.3781362,-84.98155,-0.3891627,-83.33553,-1.2675256,-383.5307,-0.6950449,-134.97165,-0.2152199,-43.1381,-20.40015
11.365896,0.20835865,-201.41934,0.11732462,-137.66568,0.7272597,0.0,0.12421498,33.98348,0.32670677,-89.297325,0.30618083,-82.03277,-0.45488462,-380.66205,-0.01557033,-140.12276,-0.24453545,-52.336945,-19.386734
25.997755,0.44763336,-197.36604,0.43847227,-129.16667,0.9469308,0.0,0.30479223,51.492107,0.5501636,-79.81874,0.55603087,-66.63951,-0.034196038,-360.75424,0.2052374,-133.2164,-0.21096852,-47.881027,-17.774506
51.043774,0.05663464,-180.75456,0.10000242,-107.11563,0.49933687,0.0,-0.09608995,80.66522,0.1579185,-59.261932,0.19782226,-40.869106,-0.23202392,-329.40863,-0.16607599,-116.180664,-0.10057845,-30.33238,-15.875972
77.18982,-0.73540264,-158.12108,-0.6798479,-80.6579,-0.37643024,0.0,-0.873634,111.86576,-0.6037276,-35.49928,-0.559884,-13.259677,-0.8837616,-297.26608,-0.89912504,-95.79324,0.06590818,-5.734941,-14.143599
95.702614,-1.5197372,-137.34375,-1.4897685,-59.754356,-1.254791,0.0,-1.6539752,135.5306,-1.3432127,-16.880346,-1.3424273,7.3309317,-1.6292613,-274.45343,-1.6233761,-79.71893,0.23312669,18.228447,-13.001824
101.41252,-1.999992,-124.548,-2.0180025,-51.37862,-1.8081598,0.0,-2.1545117,145.6702,-1.8050867,-9.223084,-1.8748485,15.186194,-2.1809163,-266.75317,-2.0871432,-73.61184,0.33958304,34.842056,-12.684428
93.07485,-2.1437662,-123.36897,-2.2119145,-58.48621,-1.971792,0.0,-2.325992,140.22437,-1.9920328,-15.458823,-2.1166387,8.660021,-2.4655807,-274.9819,-2.271311,-80.41931,0.35620427,38.957355,-13.126021
72.26533,-2.1045208,-135.6107,-2.2117639,-80.83577,-1.8886999,0.0,-2.2945518,119.60778,-2.0588365,-36.51584,-2.187249,-10.804334,-2.5634906,-296.6071,-2.3018067,-100.989525,0.30379874,26.88137,-13.95596
42.56733,-2.0068183,-161.44646,-2.1427336,-115.73381,-1.7071047,0.0,-2.1764634,85.83085,-2.09261,-71.43209,-2.1709864,-39.866756,-2.534013,-327.40314,-2.259789,-134.28693,0.23440589,-2.7712011,-14.596436
9.718588,-1.7985461,-198.22108,-1.961422,-157.67471,-1.4223747,0.0,-1.9405018,43.32378,-1.9880543,-116.067825,-1.991285,-73.5621,-2.3065426,-361.68527,-2.06879,-176.43304,0.19127515,-46.997124,-14.450508
-18.291954,-1.3191701,-238.84637,-1.5095516,-197.72949,-0.9181813,0.0,-1.4569288,0.24792263,-1.549219,-161.83076,-1.4897097,-105.03483,-1.7552834,-391.69434,-1.5762488,-219.58664,0.18076366,-96.79795,-13.103233
-32.807644,-0.52729183,-272.07388,-0.73093086,-224.65625,-0.16639638,0.0,-0.69432014,-32.190712,-0.7337869,-196.69534,-0.64800614,-126.17056,-0.8947946,-408.20358,-0.76382196,-252.71246,0.17801066,-138.47104,-10.484392
-28.18064,0.33913505,-286.20523,0.16160022,-228.83896,0.6237796,0.0,0.13291213,-43.759148,0.19759332,-209.53545,0.26792538,-130.12506,0.0033942233,-403.7847,0.11991912,-265.39496,0.1567904,-158.72533,-6.912846
-5.736655,0.85650545,-275.1469,0.75821626,-207.65097,1.0866214,0.0,0.640395,-30.94611,0.7985445,-196.07211,0.81775403,-115.00547,0.52348495,-377.56134,0.6631049,-253.34422,0.11533098,-151.5562,-3.0138493
25.039003,0.71630514,-243.0767,0.73404026,-168.68112,0.9693257,0.0,0.54195946,-0.5180319,0.74927163,-162.63869,0.6937032,-86.28729,0.38805923,-337.91177,0.57546216,-222.06555,0.076096624,-122.58893,0.46632788
49.938305,-0.026823858,-203.93033,0.10041096,-127.71967,0.346652,0.0,-0.12019997,32.398064,0.097126834,-124.566795,-0.03700281,-55.62706,-0.3258722,-300.05243,-0.08679211,-185.53053,0.06355285,-87.394585,2.8908093
56.78742,-0.983699,-175.09499,-0.797887,-101.71981,-0.42499948,0.0,-0.99243414,51.395134,-0.783242,-99.32861,-0.9733412,-35.914165,-1.2296741,-278.9425,-0.9559155,-159.83916,0.08235924,-64.05159,3.9049
41.550114,-1.7045802,-168.88025,-1.5281068,-100.71904,-0.97061265,0.0,-1.6545131,46.87336,-1.4600106,-98.27196,-1.66479,-35.18959,-1.8857559,-281.7505,-1.6107206,-155.5055,0.11564236,-64.26787,3.515034
9.983094,-1.9462016,-186.99779,-1.8276873,-123.6532,-1.126929,0.0,-1.8661367,20.155048,-1.6940796,-121.804375,-1.8788695,-53.096844,-2.057688,-304.75958,-1.8217943,-173.0402,0.1419886,-88.36963,2.0309393
-25.929016,-1.7139447,-221.03232,-1.6629082,-160.21768,-0.94041115,0.0,-1.6135653,-18.44749,-1.4716673,-160.4181,-1.6345434,-81.856255,-1.7521323,-336.39468,-1.587171,-204.06973,0.15337992,-126.61589,-0.07838099
-54.09424,-1.111333,-257.69608,-1.1046332,-196.78221,-0.49187258,0.0,-0.9810234,-55.54599,-0.86728644,-200.09845,-1.0405115,-110.71414,-1.0809577,-363.77563,-0.9940654,-236.45123,0.1571575,-165.04997,-2.3535955
-67.176254,-0.21607746,-285.01465,-0.21986048,-222.29323,0.2148344,0.0,-0.04553811,-80.51788,0.05300104,-228.49193,-0.16680545,-130.88269,-0.14162084,-378.40564,-0.11199027,-259.80383,0.16235277,-191.83986,-4.4666433
-64.10091,0.866172,-296.19983,0.8776492,-231.3725,1.1566308,0.0,1.068751,-88.514885,1.1627388,-238.9317,0.8961571,-138.4571,0.94392043,-378.29486,0.94797564,-268.75302,0.16563575,-201.03648,-6.2639604
-48.74722,1.8649031,-290.45898,1.9046364,-224.53427,2.112819,0.0,2.069167,-80.55596,2.1529527,-231.57294,1.8909593,-134.72023,1.9095548,-366.8272,1.9056667,-263.4269,0.1521098,-193.1991,-7.7259436
-27.68501,2.3542533,-271.90778,2.4304051,-206.9709,2.6644833,0.0,2.5213084,-62.162384,2.5763001,-212.40326,2.3973238,-124.751854,2.35134,-350.32452,2.3361945,-248.23961,0.11090606,-174.04485,-8.881876
-8.198843,1.9997101,-247.86548,2.125918,-186.8643,2.4625545,0.0,2.1023033,-41.57708,2.119029,-190.97893,2.0808816,-115.39237,1.9511718,-335.76773,1.9241313,-229.99924,0.050401468,-152.2864,-9.732836
3.4121974,0.85738325,-226.9308,1.0555471,-173.10663,1.5490592,0.0,0.89346737,-27.565245,0.89303243,-177.30522,0.997188,-113.007,0.76092756,-328.9068,0.7571841,-215.8037,-0.0029998545,-137.10532,-10.217552
3.6716108,-0.5682843,-216.68353,-0.27793738,-172.24095,0.4083075,0.0,-0.57559353,-26.587914,-0.5435631,-178.30673,-0.35023957,-121.23502,-0.7261832,-332.52408,-0.632676,-210.94667,-0.022089466,-135.41159,-10.230553
-6.4019346,-1.6092949,-221.15596,-1.2281681,-185.44206,-0.34586585,0.0,-1.624823,-39.960487,-1.5111214,-194.87894,-1.3008387,-139.27618,-1.8327274,-345.10385,-1.5737472,-217.22186,0.0028099976,-149.37221,-9.679449
-20.925352,-1.8458306,-238.88954,-1.4156396,-207.20267,-0.3906631,0.0,-1.8431414,-62.445156,-1.6328769,-220.8706,-1.4555392,-161.62726,-2.1041217,-360.71933,-1.6779673,-232.13354,0.060370326,-175.09802,-8.540711
-31.078562,-1.3188123,-262.73486,-0.9239186,-227.01274,0.13298519,0.0,-1.2992845,-83.593704,-1.0228974,-244.93947,-0.8881424,-179.86618,-1.5535086,-370.80164,-1.0467563,-249.42647,0.13005035,-203.37741,-6.893207
-29.044058,-0.40393615,-282.14886,-0.14797464,-233.80847,0.81573987,0.0,-0.4026256,-91.92747,-0.11499649,-255.0563,-0.0067385035,-186.10146,-0.5749175,-367.57904,-0.11725347,-261.08875,0.19658567,-222.77086,-4.8997436
-12.125352,0.49546918,-287.5743,0.53219956,-221.27339,1.3283685,0.0,0.42551294,-80.352005,0.67861736,-243.99077,0.77234393,-176.64827,0.36320895,-347.87598,0.68111783,-260.48746,0.25347215,-224.30618,-2.758988
15.351642,1.1713718,-275.09174,0.9727453,-191.3067,1.6161528,0.0,0.9928029,-50.10031,1.1932522,-213.20001,1.2619685,-154.09488,0.98856074,-315.35117,1.1717443,-245.54637,0.29562658,-205.85043,-0.63688374
43.7078,1.6301754,-248.84,1.2594539,-153.67615,1.8349675,0.0,1.3534015,-10.837292,1.5043974,-172.8925,1.5226048,-126.53037,1.2993342,-279.66403,1.4387424,-220.29768,0.3120866,-173.77802,1.3878714
62.41393,1.9860811,-219.51889,1.5653379,-121.79862,2.1669686,0.0,1.674878,23.526207,1.7851567,-137.82848,1.736405,-104.10784,1.4708018,-252.53827,1.6790043,-193.54164,0.28855753,-140.5644,3.3499906
64.96603,2.3549883,-199.43794,2.0180566,-106.72138,2.6927714,0.0,2.0961554,41.253345,2.173788,-120.78945,2.070292,-94.5877,1.7099124,-242.5197,2.050521,-174.91412,0.21852997,-119.195305,5.379659
51.592026,2.7883012,-196.63458,2.6296756,-112.324196,3.3612788,0.0,2.6428432,38.02124,2.6994665,-126.99771,2.5831115,-100.085495,2.1318674,-251.10054,2.5869935,-170.3348,0.11316274,-117.252686,7.6433954
28.768753,3.2206516,-211.09378,3.2620168,-133.92744,3.9938514,0.0,3.1907878,18.366941,3.240114,-152.14273,3.1668155,-116.514046,2.67545,-272.12228,3.1637094,-179.24803,0.00056502357,-133.72899,10.253768
6.3441987,3.449459,-234.81552,3.635606,-160.56357,4.305641,0.0,3.4845378,-6.962633,3.5275567,-184.60904,3.5465062,-135.69435,3.0882487,-294.53827,3.516108,-194.95705,-0.08699976,-159.91646,13.176551
-6.120856,3.2154,-255.4303,3.4397485,-179.5132,4.0058885,0.0,3.2494764,-25.958202,3.262309,-210.48619,3.398567,-148.85779,3.03563,-307.02444,3.3501883,-207.64977,-0.13080853,-183.48962,16.161133
-2.5455604,2.389043,-261.57385,2.5397356,-181.1844,2.9920256,0.0,2.3801405,-30.192827,2.3281436,-219.09883,2.5712638,-149.99466,2.319692,-302.45776,2.5333707,-208.62178,-0.13625504,-193.66107,18.739285
17.570272,1.1367283,-247.73958,1.1461428,-162.71915,1.5105973,0.0,1.0809976,-17.826561,0.95814174,-207.03075,1.2590048,-137.98624,1.0711477,-280.6862,1.2448233,-194.0006,-0.12769465,-185.34244,20.301882
48.617683,-0.102985084,-216.64363,-0.22753465,-129.18393,0.10582288,0.0,-0.18482795,6.0062556,-0.32495627,-179.30443,-0.044094093,-117.0276,-0.26045373,-248.66609,-0.06330352,-166.57565,-0.12913422,-160.94289,20.253725
80.44373,-0.8611026,-178.07822,-1.0430411,-91.74411,-0.6743437,0.0,-0.94713205,31.439024,-1.0049717,-147.25449,-0.8245856,-95.21114,-1.154896,-217.78291,-0.9094092,-134.91913,-0.14481282,-129.26422,18.211197
101.98623,-0.92747456,-144.71849,-1.0637082,-63.234497,-0.6174565,0.0,-1.0096356,47.969833,-0.8968629,-123.82423,-0.8664749,-81.5558,-1.3393198,-199.21219,-1.0651426,-109.97954,-0.15608293,-101.904976,14.167955
105.74075,-0.46432662,-126.905624,-0.48271817,-52.922432,0.030484177,0.0,-0.55020124,48.74794,-0.24859816,-118.283264,-0.36211902,-82.454544,-0.93592215,-199.30072,-0.6676491,-100.6101,-0.13850081,-88.659065,8.571854
90.96949,0.13663699,-128.94814,0.2395752,-62.96021,0.75466,0.0,0.030110726,33.095993,0.45529237,-132.77695,0.25970578,-99.03403,-0.33393404,-217.18765,-0.08746009,-110.14546,-0.08417145,-93.91471,2.2634225
64.0169,0.525204,-148.38574,0.6893814,-88.150444,1.1181285,0.0,0.3816806,6.2276425,0.822648,-162.09258,0.6361486,-126.65107,0.096239954,-245.68336,0.32772306,-135.47554,-0.008233911,-115.45695,-3.7235405
35.663986,0.58396,-177.73811,0.7284269,-118.66002,1.0059823,0.0,0.40043575,-23.251066,0.76791435,-196.19357,0.6710635,-156.672,0.22116289,-274.5217,0.44024304,-168.51196,0.065389656,-145.68144,-8.437128
16.87713,0.42561767,-207.20497,0.49926502,-143.88,0.61708736,0.0,0.22401543,-46.50778,0.4842848,-223.91821,0.5140868,-179.60959,0.15362771,-294.08493,0.33240244,-198.89961,0.12248893,-174.23885,-11.264844
14.685708,0.24791229,-227.30672,0.2554921,-155.78539,0.26252356,0.0,0.07543876,-57.149384,0.24649768,-236.46207,0.38584474,-188.37247,0.09501586,-298.22556,0.18196203,-217.0014,0.16034344,-191.18321,-12.077455
29.495699,0.18545808,-231.47157,0.17679507,-151.2201,0.1517244,0.0,0.09697843,-53.11239,0.22100374,-230.06627,0.41213042,-180.70395,0.16815266,-285.91376,0.12685126,-216.82886,0.17339084,-190.16795,-11.215716
54.657894,0.2600486,-218.54938,0.2961833,-133.05511,0.31003398,0.0,0.29001036,-37.672752,0.40914032,-207.53084,0.58051217,-160.1949,0.36531377,-261.76584,0.21146253,-198.50516,0.14521544,-171.0963,-9.329339
78.69313,0.42920864,-194.17612,0.5508251,-109.7738,0.63995767,0.0,0.57336265,-18.933647,0.7196166,-177.79613,0.81162304,-135.3532,0.6147862,-235.04797,0.41787165,-169.10374,0.06359625,-141.00304,-7.1401873
89.73283,0.6593377,-169.47545,0.87494975,-92.88081,1.0331484,0.0,0.8814189,-7.180951,1.0725268,-153.03433,1.0532199,-116.62797,0.8739178,-216.75177,0.72109246,-140.66144,-0.05326615,-112.04245,-5.220667
80.51677,0.95456594,-156.8399,1.2472284,-92.50035,1.4328629,0.0,1.2123588,-10.70693,1.4434547,-143.9671,1.314959,-112.28649,1.160767,-215.4141,1.1109614,-125.5572,-0.15077615,-96.86209,-3.8784518
51.61005,1.3322884,-164.58957,1.6727217,-112.99292,1.8223033,0.0,1.601018,-32.09407,1.8371243,-155.47578,1.6352624,-124.99162,1.5155745,-233.562,1.576081,-131.29654,-0.16778904,-103.36824,-3.15785
11.282529,1.7808503,-193.14915,2.135757,-150.77371,2.1800666,0.0,2.0556545,-66.91531,2.2384932,-184.5421,2.0257742,-150.76695,1.9435699,-266.5369,2.0782578,-157.25578,-0.08104712,-131.31325,-2.9341917
-27.64813,2.2316525,-234.26653,2.565922,-195.20554,2.4509773,0.0,2.5120647,-105.1904,2.5855498,-221.07182,2.435148,-180.64246,2.384271,-303.93497,2.5384243,-194.60864,0.076062635,-171.88177,-3.0225217
-52.28847,2.5492005,-273.00623,2.8270602,-231.70833,2.5409331,0.0,2.8242338,-134.35118,2.762859,-250.7022,2.7356844,-203.79585,2.7060335,-332.52634,2.8273392,-228.85341,0.2377842,-209.86275,-3.2290833
-53.830597,2.5380025,-291.60666,2.727539,-245.76805,2.3254032,0.0,2.786721,-142.48526,2.6051824,-258.64917,2.727658,-210.76149,2.7113936,-339.6458,2.7614322,-243.7953,0.350316,-227.58235,-3.3145838
-30.811924,1.9956046,-274.87164,2.076629,-227.3926,1.6884052,0.0,2.1994846,-121.83091,1.9393953,-234.51225,2.1902595,-196.22256,2.1783774,-317.11765,2.1441877,-226.52107,0.39680687,-210.37225,-2.9087794
8.72789,0.8419456,-216.87892,0.8136647,-176.02248,0.62220347,0.0,0.99275994,-72.8898,0.7049837,-177.89622,1.0152524,-161.60527,0.9815897,-265.87436,0.89534116,-173.1748,0.38701206,-153.29489,-1.457792
47.216545,-0.7201042,-127.259995,-0.8360629,-104.67109,-0.6449259,0.0,-0.62668747,-8.03532,-0.88468456,-102.96285,-0.6175385,-117.047165,-0.732733,-199.7588,-0.77713054,-94.07165,0.33247626,-67.19397,1.714505
61.51399,-2.1513627,-33.09309,-2.316022,-39.997604,-1.6156858,0.0,-2.1280415,48.60947,-2.2851734,-38.040867,-2.1670415,-80.86979,-2.4540431,-145.007,-2.3129022,-14.721896,0.23771667,20.006433,7.2068667
31.702621,-2.760412,27.689564,-2.9308403,-14.877307,-1.7068877,0.0,-2.828186,68.18172,-2.8089015,-16.999105,-2.9064114,-74.40821,-3.450791,-132.3343,-2.9873066,30.757837,0.114501745,70.70909,15.236274
-47.74699,-2.0863163,21.696444,-2.2318053,-53.707115,-0.6061724,0.0,-2.2534351,30.443893,-2.0173383,-63.48011,-2.3184993,-112.32714,-3.1456187,-182.58047,-2.3121324,13.908073,-0.0032844127,53.64646,25.3624
-160.31897,-0.23613568,-61.770325,-0.3476695,-156.72453,1.4379371,0.0,-0.4704143,-62.543514,-0.058702867,-175.18549,-0.46379864,-192.48317,-1.496958,-292.48242,-0.39218584,-71.847855,-0.06865264,-38.104015,36.385056
-269.5257,2.1001852,-200.31516,2.0134754,-293.37662,3.656916,0.0,1.8784187,-181.47458,2.335254,-318.44537,1.9752601,-291.9159,0.9077368,-429.93454,2.0544558,-202.65562,-0.052369386,-177.8891,46.503517
-332.54462,4.0163784,-344.35657,3.9403858,-411.8791,5.1663814,0.0,3.9047692,-279.48563,4.2405825,-439.48547,4.0513716,-373.7285,3.1534572,-544.6027,4.0750737,-330.93634,0.031472154,-313.2794,53.746647
-320.05945,4.8972073,-438.98138,4.824459,-462.70706,5.4693007,0.0,4.9584713,-313.75693,5.057983,-488.99448,5.0771756,-403.42453,4.4980407,-590.7745,5.0106864,-406.48828,0.12959026,-389.61038,56.544884
-231.77676,4.7058077,-450.73874,4.636948,-423.77347,4.695744,0.0,4.9275193,-267.64664,4.7854853,-447.03467,4.9484177,-366.4776,4.7214346,-550.50946,4.8016863,-401.31003,0.18116999,-377.20065,54.238945
-98.1937,3.8688104,-383.81888,3.8065407,-312.21268,3.4238489,0.0,4.167018,-159.9798,3.8800395,-333.43524,4.064782,-276.6973,4.105794,-443.26706,3.881064,-323.5868,0.15156592,-286.2429,47.340015
33.26344,2.8949513,-275.9013,2.8399842,-175.195,2.2518153,0.0,3.1616998,-35.29923,2.8648047,-197.06049,2.964281,-169.7779,3.1237528,-315.70065,2.7892184,-212.17703,0.04597973,-160.23064,37.411278
120.322044,2.044903,-176.70485,1.9998124,-65.3111,1.4539201,0.0,2.2079043,59.209053,2.0056863,-90.48369,1.9787,-85.469376,2.1124058,-217.58308,1.8315407,-115.137276,-0.10005943,-52.231297,26.623785
144.02306,1.279666,-122.83298,1.2559597,-15.418039,0.9381838,0.0,1.334773,96.22746,1.2707436,-45.271736,1.1438236,-48.79901,1.1651415,-178.22176,1.0108806,-65.65938,-0.23925099,1.2643789,17.129133
113.75715,0.45901513,-123.39401,0.4773703,-26.898098,0.46137586,0.0,0.4579366,77.72587,0.5277454,-61.32572,0.3579055,-60.752346,0.25418705,-196.35703,0.21135108,-69.25105,-0.32885158,-5.860677,10.474813
58.24085,-0.42618006,-162.263,-0.34656549,-75.52832,-0.116676144,0.0,-0.4184235,28.11731,-0.23658021,-113.62563,-0.4034781,-102.17835,-0.5872858,-246.98904,-0.57918996,-107.37721,-0.34293896,-53.204685,7.255654
9.285246,-1.184237,-211.94577,-1.040603,-128.3071,-0.7280201,0.0,-1.1305703,-21.956459,-0.8576122,-169.18542,-1.0034895,-146.54527,-1.2013237,-298.23257,-1.2010729,-152.09592,-0.2816164,-109.41741,7.081593
-12.239957,-1.5376099,-248.64261,-1.350894,-159.98672,-1.1649759,0.0,-1.44423,-50.470325,-1.1025478,-203.06389,-1.2257441,-173.1292,-1.3914288,-327.14703,-1.4277575,-181.0882,-0.17357905,-148.42908,8.844255
-2.0814261,-1.2992542,-260.5856,-1.1074038,-161.26161,-1.2210485,0.0,-1.2019572,-50.4051,-0.8263588,-205.91571,-0.9222303,-174.05403,-1.0573575,-326.9159,-1.1206703,-185.18962,-0.066219,-158.1959,11.146279
30.456213,-0.4775502,-248.15009,-0.3203178,-137.40799,-0.79974264,0.0,-0.41485566,-27.427238,-0.05593305,-182.40645,-0.11003081,-153.69077,-0.26331282,-304.60654,-0.3104736,-167.26793,-0.0041700616,-140.55443,12.738031
70.248566,0.7266054,-219.18088,0.81921226,-101.40349,0.03988037,0.0,0.7331552,6.6882854,1.0197455,-144.69759,1.0220339,-123.243645,0.7856511,-273.81284,0.81606376,-136.50113,-0.007891402,-105.83626,12.836632
103.70922,1.9794186,-183.86487,1.9872702,-66.71782,1.0760044,0.0,1.9267366,40.077477,2.0993435,-105.944534,2.1594079,-94.635124,1.8018136,-247.40584,1.9626309,-102.95881,-0.06447135,-66.84699,11.266535
122.633865,2.8856213,-151.5317,2.7922041,-43.011505,1.9517158,0.0,2.776465,63.93034,2.8246949,-76.539604,2.9267063,-76.49612,2.462351,-233.47849,2.767417,-74.9503,-0.13520867,-34.86595,8.415226
124.331184,3.0773685,-129.47554,2.8704836,-35.207684,2.2667353,0.0,2.9087152,73.06985,2.8597443,-63.100933,2.9784803,-72.92858,2.464055,-234.7779,2.873276,-58.70908,-0.17455864,-17.95493,5.0571117
109.944786,2.3467102,-122.68453,2.0323448,-44.45904,1.7473373,0.0,2.1127646,65.521545,2.0222862,-68.6363,2.1355665,-84.11218,1.6301517,-250.0891,2.0655892,-58.56393,-0.15098044,-20.489748,2.1026573
83.17386,0.7944593,-133.26926,0.4133159,-69.01645,0.43241006,0.0,0.5038305,42.468315,0.4338874,-92.32539,0.5319038,-107.27998,0.054306015,-275.62448,0.44306752,-76.08557,-0.060488787,-42.650723,0.32971877
50.226685,-1.1067399,-159.13026,-1.4811265,-103.95162,-1.2522355,0.0,-1.4154171,8.925193,-1.4229984,-128.62885,-1.3344282,-137.11678,-1.8229545,-305.38553,-1.5052963,-108.179054,0.07262952,-79.44904,0.15990174
19.939608,-2.6369348,-192.73206,-2.928077,-140.52103,-2.6278615,0.0,-2.8999398,-25.904833,-2.8400528,-167.03223,-2.7440886,-165.87675,-3.320753,-331.12115,-3.034694,-145.76077,0.20896392,-120.29262,1.5306481
2.1884432,-3.1351657,-221.87206,-3.3055542,-167.23975,-3.0727055,0.0,-3.2933834,-50.32926,-3.1933308,-194.29025,-3.0743043,-184.51147,-3.811046,-343.60065,-3.475626,-175.25844,0.313559,-150.94754,3.9137495
3.9587793,-2.3386772,-233.75879,-2.4123352,-173.96602,-2.342908,0.0,-2.3750935,-54.647465,-2.269939,-199.60963,-2.1290216,-185.70868,-3.0491931,-336.16623,-2.5877829,-183.76454,0.37067366,-158.7363,6.4765525
24.915285,-0.54149973,-221.29068,-0.5877658,-157.58914,-0.7050334,0.0,-0.4991629,-36.66113,-0.4023676,-180.52823,-0.2652077,-167.8988,-1.3249923,-309.14835,-0.70681167,-165.7733,0.3855477,-139.08798,8.353787
55.860443,1.5494652,-187.8181,1.4597121,-125.42814,1.2088782,0.0,1.5844369,-4.446397,1.6941835,-145.51324,1.787507,-137.48557,0.68448967,-271.7594,1.4298619,-127.21607,0.37488496,-99.255875,8.941151
82.25838,3.18279,-146.5598,3.0160158,-92.910446,2.731396,0.0,3.125054,26.552462,3.2883594,-110.60685,3.3087776,-106.85559,2.2748115,-238.88858,3.074337,-83.37663,0.35445124,-55.789246,8.110755
91.48577,3.9175594,-114.12688,3.6861022,-75.89714,3.460155,0.0,3.7274623,41.256287,3.9682517,-91.409294,3.921447,-88.49844,3.0484233,-223.80504,3.8199005,-51.251247,0.3306302,-26.402561,6.259492
79.411934,3.747912,-101.94499,3.489673,-82.26738,3.3551505,0.0,3.4525504,32.80898,3.7469585,-95.264305,3.6769698,-88.69823,3.0164008,-231.2531,3.698723,-41.023495,0.2979175,-21.135899,4.1630545
52.048904,2.9650514,-111.02585,2.716542,-108.278015,2.6246388,0.0,2.6461859,5.455385,2.9220462,-118.53286,2.8903425,-104.87438,2.4500847,-255.53801,3.0152998,-52.001648,0.24259816,-38.370975,2.6873012
21.436895,1.9215745,-133.00615,1.7042187,-141.7858,1.5463923,0.0,1.678672,-29.047413,1.8516418,-150.13791,1.9042773,-128.03123,1.6524402,-284.62616,2.1018908,-74.95961,0.15321314,-67.62885,2.4533293
-1.1373463,0.8948536,-155.87576,0.7169787,-169.54623,0.37893686,0.0,0.8013705,-58.4129,0.82666653,-178.2483,0.96875525,-148.16924,0.83926195,-307.06787,1.1959461,-98.29152,0.03401749,-96.287636,3.5926552
-10.164407,0.097442865,-170.10527,-0.03923107,-183.50777,-0.62039804,0.0,0.16936952,-75.39331,0.07382484,-195.50687,0.26427016,-158.92761,0.16815695,-317.1483,0.47320893,-113.47197,-0.08905418,-115.38968,5.6823735
-6.725211,-0.28084537,-171.71269,-0.3793153,-182.7431,-1.1831882,0.0,-0.09157179,-79.15408,-0.21954535,-200.29129,-0.051735874,-159.10678,-0.20440955,-315.7564,0.10366329,-117.04278,-0.17978798,-121.62991,7.888916
4.115458,-0.12513664,-161.75275,-0.19393682,-171.34036,-1.1244116,0.0,0.09006696,-73.13707,0.034228608,-194.80742,0.10883552,-151.35312,-0.1641289,-307.77304,0.20027594,-109.556114,-0.2157395,-116.07003,9.263927
16.672426,0.4807222,-144.06317,0.4310401,-155.01364,-0.49599868,0.0,0.62479895,-62.04909,0.71222085,-182.5801,0.6544116,-139.8712,0.24179095,-298.62784,0.69093764,-93.73024,-0.20569514,-102.03098,9.090615
26.586216,1.2064736,-123.406235,1.1717889,-138.9537,0.35748836,0.0,1.2131413,-50.10286,1.4579959,-167.27437,1.2765064,-128.7667,0.7476205,-292.2503,1.2694802,-73.55523,-0.1821437,-84.00729,7.155584
31.00923,1.6111543,-104.86983,1.5994214,-127.49479,0.94595444,0.0,1.4645745,-40.852356,1.8343555,-152.9389,1.5786507,-121.42088,0.98087835,-290.95346,1.5321201,-54.36827,-0.17225875,-67.613525,3.8389776
28.167833,1.396464,-93.87354,1.4229374,-124.432076,0.91003215,0.0,1.1310571,-37.551594,1.5738639,-144.35762,1.3064722,-120.370705,0.6881567,-296.2583,1.2259554,-42.665413,-0.17244634,-59.302578,0.00066155795
17.59277,0.5900083,-95.40619,0.6643986,-132.47139,0.22793984,0.0,0.27821076,-42.721756,0.74413073,-146.07741,0.50949347,-126.979095,-0.09604591,-309.1224,0.41779748,-44.447105,-0.15095535,-64.67703,-3.3101418
1.2547431,-0.4732417,-111.72575,-0.35645226,-151.3902,-0.78924906,0.0,-0.73785037,-56.511414,-0.29042742,-159.83974,-0.48196834,-140.61464,-1.0622008,-328.75296,-0.5431676,-62.099155,-0.078452386,-85.44024,-5.213697
-15.504311,-1.3385015,-139.44077,-1.1987123,-176.16878,-1.6864828,0.0,-1.463648,-74.88259,-1.0692142,-181.8741,-1.2352101,-157.80411,-1.796946,-350.80435,-1.2261804,-91.43997,0.03974844,-116.62462,-5.297221
-24.843863,-1.6455032,-168.43817,-1.5075213,-197.25694,-2.09024,0.0,-1.5726151,-89.58694,-1.254894,-202.5368,-1.4212588,-172.40004,-1.9859574,-367.07513,-1.3325047,-121.429344,0.15855084,-146.55214,-3.7489939
-19.718018,-1.2596298,-184.8919,-1.1480955,-204.22923,-1.8478528,0.0,-0.99861395,-91.262115,-0.7610208,-209.9136,-0.9441395,-177.60307,-1.540934,-368.38705,-0.80754894,-138.07945,0.22211088,-161.01625,-1.2735523
